agent,stay_id,start_timestamp,stop_timestamp,latitude,longitude,points_count,followed_by_dropout,preceded_by_dropout,matched_lat,matched_lon,matched_dist,matched_label,agent_bucket,matched_x,matched_y,x_bin,y_bin,bin_id
722396,10,2024-10-19 10:53:50+00:00,2024-10-20 00:59:10+00:00,35.598503,139.601202,4561,False,False,35.59850349774284,139.60120333227988,0.13273376344355767,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,11,2024-10-20 01:15:00+00:00,2024-10-20 09:46:10+00:00,35.598964,139.612735,2723,True,False,35.598962893644284,139.6127366128971,0.19082734213468652,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,12,2024-10-20 10:04:00+00:00,2024-10-21 01:37:30+00:00,35.598503,139.601202,4374,False,True,35.59850349774284,139.60120333227988,0.13273376344355767,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,13,2024-10-21 01:53:30+00:00,2024-10-21 10:12:20+00:00,35.598964,139.612735,2810,False,False,35.598962893644284,139.6127366128971,0.19082734213468652,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,14,2024-10-21 10:28:10+00:00,2024-10-22 01:29:20+00:00,35.598503,139.601203,5083,False,False,35.59850349774284,139.60120333227988,0.06288795108115457,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,15,2024-10-22 01:45:00+00:00,2024-10-22 10:10:40+00:00,35.598964,139.612737,2957,False,False,35.598962893644284,139.6127366128971,0.12763948750678922,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,16,2024-10-22 10:26:40+00:00,2024-10-23 01:30:30+00:00,35.598503,139.601204,5413,False,False,35.59850349774284,139.60120333227988,0.081904327323258,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,17,2024-10-23 01:36:30+00:00,2024-10-23 09:23:30+00:00,35.598963,139.612732,2772,False,False,35.598962893644284,139.6127366128971,0.41809201518983535,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,18,2024-10-23 09:35:50+00:00,2024-10-23 10:25:10+00:00,35.614884,139.586906,297,False,False,35.614882080721635,139.58691441578995,0.7914922360223061,poi,722,15538744.234169995,4247758.316533995,1269,2160,1269_2160
722396,19,2024-10-23 10:35:30+00:00,2024-10-24 01:18:40+00:00,35.598503,139.601204,4469,True,False,35.59850349774284,139.60120333227988,0.081904327323258,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,20,2024-10-24 01:48:40+00:00,2024-10-24 09:12:40+00:00,35.598964,139.612738,2665,False,True,35.598962893644284,139.6127366128971,0.17565577843749072,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,21,2024-10-24 09:28:00+00:00,2024-10-25 01:35:00+00:00,35.598502,139.601204,5757,False,False,35.59850349774284,139.60120333227988,0.17681436586198535,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,22,2024-10-25 01:51:00+00:00,2024-10-25 09:26:50+00:00,35.598966,139.612735,1942,False,False,35.598962893644284,139.6127366128971,0.37428807917930296,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,23,2024-10-25 09:42:00+00:00,2024-10-26 00:59:00+00:00,35.598502,139.601206,5122,False,False,35.59850349774284,139.60120333227988,0.2932925451434012,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,24,2024-10-26 01:14:40+00:00,2024-10-26 09:48:40+00:00,35.598963,139.612738,3000,False,False,35.598962893644284,139.6127366128971,0.12622321069192244,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,25,2024-10-26 09:55:30+00:00,2024-10-26 10:49:10+00:00,35.60004,139.606849,323,False,False,35.60003357595642,139.60684566490036,0.7740246331433243,poi,722,15540962.97067184,4245725.257238607,1344,2093,1344_2093
722396,26,2024-10-26 10:57:20+00:00,2024-10-27 00:58:30+00:00,35.598502,139.6012,4293,False,False,35.59850349774284,139.60120333227988,0.3446016790780477,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,27,2024-10-27 01:04:10+00:00,2024-10-27 09:14:40+00:00,35.598964,139.612736,2764,False,False,35.598962893644284,139.6127366128971,0.13470416680202218,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,28,2024-10-27 09:34:30+00:00,2024-10-27 12:10:20+00:00,35.568698,139.604162,916,False,False,35.56870398131929,139.6041640184165,0.6882561744096531,poi,722,15540664.45115077,4241436.842011304,1334,1950,1334_1950
722396,29,2024-10-27 12:27:20+00:00,2024-10-28 01:33:10+00:00,35.598502,139.601204,4654,False,False,35.59850349774284,139.60120333227988,0.17681436586198535,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,30,2024-10-28 01:49:00+00:00,2024-10-28 08:48:50+00:00,35.598962,139.612732,2104,False,False,35.598962893644284,139.6127366128971,0.42952145071218456,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,31,2024-10-28 09:04:30+00:00,2024-10-29 00:34:00+00:00,35.598503,139.601204,5448,True,False,35.59850349774284,139.60120333227988,0.081904327323258,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,32,2024-10-29 01:40:00+00:00,2024-10-29 08:29:00+00:00,35.598962,139.612737,2364,False,True,35.598962893644284,139.6127366128971,0.10515191974730297,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,33,2024-10-29 09:19:20+00:00,2024-10-29 09:40:30+00:00,35.624221,139.600105,128,False,False,35.62422289509448,139.60009763452237,0.6994397115672044,poi,722,15540211.783366306,4249037.455499918,1318,2203,1318_2203
722396,34,2024-10-29 10:03:30+00:00,2024-10-30 01:30:50+00:00,35.598503,139.601204,5301,False,False,35.59850349774284,139.60120333227988,0.081904327323258,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,35,2024-10-30 01:46:40+00:00,2024-10-30 09:39:30+00:00,35.598963,139.612739,2772,False,False,35.598962893644284,139.6127366128971,0.21659155299483873,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,36,2024-10-30 09:54:30+00:00,2024-10-30 12:30:40+00:00,35.60731,139.605709,936,False,False,35.60731298122361,139.60571001854512,0.3433356022467657,poi,722,15540836.551097855,4246721.90725366,1339,2126,1339_2126
722396,37,2024-10-30 12:44:30+00:00,2024-10-31 01:36:40+00:00,35.598502,139.601204,4423,False,False,35.59850349774284,139.60120333227988,0.17681436586198535,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,38,2024-10-31 01:52:40+00:00,2024-10-31 11:05:40+00:00,35.598965,139.612736,3125,False,False,35.598962893644284,139.6127366128971,0.24016298939695555,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,39,2024-10-31 11:21:10+00:00,2024-11-01 01:36:20+00:00,35.598505,139.601201,4803,False,False,35.59850349774284,139.60120333227988,0.26910972229905256,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,40,2024-11-01 01:42:10+00:00,2024-11-01 10:04:20+00:00,35.598962,139.612739,2009,False,False,35.598962893644284,139.6127366128971,0.23790679433559594,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,41,2024-11-01 10:19:40+00:00,2024-11-01 11:12:20+00:00,35.609911,139.576531,283,False,False,35.60991035824167,139.5765314617832,0.08257105704884625,poi,722,15537588.409017034,4247077.545595828,1230,2138,1230_2138
722396,42,2024-11-01 11:25:10+00:00,2024-11-04 01:35:10+00:00,35.598502,139.601202,20756,False,False,35.59850349774284,139.60120333227988,0.20536127510189606,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,43,2024-11-04 01:50:40+00:00,2024-11-04 10:07:20+00:00,35.598963,139.612738,2335,False,False,35.598962893644284,139.6127366128971,0.12622321069192244,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,44,2024-11-04 10:23:10+00:00,2024-11-05 01:34:50+00:00,35.598502,139.601204,4702,False,False,35.59850349774284,139.60120333227988,0.17681436586198535,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,45,2024-11-05 01:40:40+00:00,2024-11-05 09:41:40+00:00,35.598961,139.612735,2689,False,False,35.598962893644284,139.6127366128971,0.2558872767510266,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,46,2024-11-05 09:57:20+00:00,2024-11-05 10:59:50+00:00,35.609915,139.576533,376,False,False,35.60991035824167,139.5765314617832,0.5334322069245742,poi,722,15537588.409017034,4247077.545595828,1230,2138,1230_2138
722396,47,2024-11-05 11:12:30+00:00,2024-11-06 01:32:00+00:00,35.598503,139.601203,4519,False,False,35.59850349774284,139.60120333227988,0.06288795108115457,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,48,2024-11-06 01:47:20+00:00,2024-11-06 10:37:30+00:00,35.598967,139.612735,2811,False,False,35.598962893644284,139.6127366128971,0.4783778891740381,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,49,2024-11-06 10:52:50+00:00,2024-11-07 01:33:50+00:00,35.598504,139.601204,4663,False,False,35.59850349774284,139.60120333227988,0.08224274390689623,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,50,2024-11-07 01:49:50+00:00,2024-11-07 10:45:10+00:00,35.59896,139.612736,2995,True,False,35.598962893644284,139.6127366128971,0.3257559932693558,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,51,2024-11-07 11:35:20+00:00,2024-11-08 01:31:40+00:00,35.598502,139.601202,4427,False,True,35.59850349774284,139.60120333227988,0.20536127510189606,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,52,2024-11-08 01:47:20+00:00,2024-11-08 09:11:20+00:00,35.598963,139.612739,2450,True,False,35.598962893644284,139.6127366128971,0.21659155299483873,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,53,2024-11-08 09:35:00+00:00,2024-11-08 23:14:40+00:00,35.598504,139.601202,4809,False,True,35.59850349774284,139.60120333227988,0.13294285202911849,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,54,2024-11-08 23:28:40+00:00,2024-11-09 00:27:30+00:00,35.572874,139.614167,317,False,False,35.5728729850797,139.6141587738359,0.7539795824043456,poi,722,15541777.062234659,4242007.4011884555,1371,1969,1371_1969
722396,55,2024-11-09 00:41:30+00:00,2024-11-11 01:28:10+00:00,35.598502,139.601204,15518,False,False,35.59850349774284,139.60120333227988,0.17681436586198535,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,56,2024-11-11 01:43:40+00:00,2024-11-11 09:04:20+00:00,35.598966,139.612734,2510,False,False,35.598962893644284,139.6127366128971,0.41806448631587845,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,57,2024-11-11 09:20:00+00:00,2024-11-12 01:38:10+00:00,35.598503,139.601202,5647,False,False,35.59850349774284,139.60120333227988,0.13273376344355767,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,58,2024-11-12 01:44:00+00:00,2024-11-12 09:12:20+00:00,35.598962,139.612735,2481,False,False,35.598962893644284,139.6127366128971,0.1765790546627214,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,59,2024-11-12 09:24:50+00:00,2024-11-12 12:09:20+00:00,35.578847,139.60236,874,False,False,35.57884308128981,139.60236531845382,0.6490436309655054,poi,722,15540464.220786834,4242824.504973245,1327,1996,1327_1996
722396,60,2024-11-12 12:19:50+00:00,2024-11-13 01:40:30+00:00,35.598502,139.601201,4388,False,False,35.59850349774284,139.60120333227988,0.26879991436547207,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,61,2024-11-13 01:56:00+00:00,2024-11-13 08:59:10+00:00,35.598966,139.612737,2540,False,False,35.598962893644284,139.6127366128971,0.34636444782906145,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,62,2024-11-13 09:13:10+00:00,2024-11-13 10:05:30+00:00,35.606979,139.615719,315,False,False,35.60698308161528,139.6157181615636,0.4590955065174789,poi,722,15541950.652482456,4246676.737529501,1377,2124,1377_2124
722396,63,2024-11-13 10:26:50+00:00,2024-11-14 01:29:40+00:00,35.598504,139.601202,5158,False,False,35.59850349774284,139.60120333227988,0.13294285202911849,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,64,2024-11-14 01:45:00+00:00,2024-11-14 09:33:10+00:00,35.598964,139.612735,2199,False,False,35.598962893644284,139.6127366128971,0.19082734213468652,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,65,2024-11-14 10:03:30+00:00,2024-11-15 01:21:00+00:00,35.598504,139.601203,4851,True,False,35.59850349774284,139.60120333227988,0.06332807110165659,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,66,2024-11-15 01:55:40+00:00,2024-11-15 10:15:10+00:00,35.598963,139.612737,2656,False,True,35.598962893644284,139.6127366128971,0.03700249957711545,poi,722,15541618.748003127,4245578.673852836,1366,2088,1366_2088
722396,67,2024-11-15 10:30:30+00:00,2024-11-15 23:52:50+00:00,35.598504,139.601203,4201,False,False,35.59850349774284,139.60120333227988,0.06332807110165659,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722396,68,2024-11-16 00:14:00+00:00,2024-11-16 01:09:30+00:00,35.606975,139.615724,334,False,False,35.60698308161528,139.6157181615636,1.0408769952937025,poi,722,15541950.652482456,4246676.737529501,1377,2124,1377_2124
722396,69,2024-11-16 01:30:30+00:00,2024-11-17 14:59:50+00:00,35.598503,139.601202,12163,False,False,35.59850349774284,139.60120333227988,0.13273376344355767,poi,722,15540334.869077643,4245515.780161428,1322,2086,1322_2086
722513,0,2024-10-15 15:00:00+00:00,2024-10-15 22:04:50+00:00,35.714455,139.637581,2418,False,False,35.7144658323161,139.63759235468788,1.580865526999571,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,1,2024-10-15 22:25:50+00:00,2024-10-15 22:33:00+00:00,35.699381,139.635738,44,False,False,35.6994296,139.6357147,5.788775885294875,bus,722,15544176.656958824,4259341.776041136,1452,2546,1452_2546
722513,2,2024-10-15 22:47:00+00:00,2024-10-15 22:50:00+00:00,35.690874,139.704972,19,False,False,35.690876,139.70488,8.328344461045445,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,3,2024-10-15 23:07:20+00:00,2024-10-16 05:48:10+00:00,35.732622,139.705902,2176,False,False,35.73262394346548,139.70590045804664,0.25676301092123266,poi,722,15551989.699805517,4263892.934162229,1716,2698,1716_2698
722513,4,2024-10-16 05:59:50+00:00,2024-10-16 06:12:00+00:00,35.731138,139.709041,74,False,False,35.731133,139.70903,1.1390800231520946,train,722,15552338.078822182,4263688.475544596,1728,2691,1728_2691
722513,5,2024-10-16 06:18:50+00:00,2024-10-16 06:21:00+00:00,35.690904,139.70487,14,False,False,35.690876,139.70488,3.2351173857215,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,6,2024-10-16 06:39:00+00:00,2024-10-16 06:42:00+00:00,35.705498,139.619715,19,False,False,35.705514,139.619739,2.8045697640692997,bus,722,15542398.25016976,4260175.844564819,1392,2574,1392_2574
722513,7,2024-10-16 07:13:00+00:00,2024-10-16 07:26:40+00:00,35.727986,139.627756,83,False,False,35.7279929752123,139.62775078514196,0.9062084720193058,poi,722,15543290.118012106,4263257.884795827,1422,2677,1422_2677
722513,8,2024-10-16 07:34:50+00:00,2024-10-16 22:03:20+00:00,35.714465,139.637595,4661,False,False,35.7144658323161,139.63759235468788,0.25650972123241106,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,9,2024-10-16 22:24:30+00:00,2024-10-16 22:33:00+00:00,35.699383,139.635727,52,False,False,35.6994296,139.6357147,5.28778815358112,bus,722,15544176.656958824,4259341.776041136,1452,2546,1452_2546
722513,10,2024-10-16 22:47:40+00:00,2024-10-16 22:50:00+00:00,35.690837,139.704893,15,False,False,35.690876,139.70488,4.48327746581223,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,11,2024-10-16 23:08:10+00:00,2024-10-17 07:21:30+00:00,35.732626,139.705899,2533,False,False,35.73262394346548,139.70590045804664,0.2635020931249272,poi,722,15551989.699805517,4263892.934162229,1716,2698,1716_2698
722513,12,2024-10-17 07:33:20+00:00,2024-10-17 07:40:00+00:00,35.731111,139.709032,41,False,False,35.731133,139.70903,2.4471173530122687,train,722,15552338.078822182,4263688.475544596,1728,2691,1728_2691
722513,13,2024-10-17 08:25:30+00:00,2024-10-17 22:02:00+00:00,35.714466,139.637594,4052,False,False,35.7144658323161,139.63759235468788,0.15000640401915843,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,14,2024-10-17 22:23:10+00:00,2024-10-17 22:33:00+00:00,35.699368,139.635717,60,False,False,35.6994296,139.6357147,6.836449473246415,bus,722,15544176.656958824,4259341.776041136,1452,2546,1452_2546
722513,15,2024-10-17 22:47:50+00:00,2024-10-17 22:50:00+00:00,35.6909,139.70485,14,False,False,35.690876,139.70488,3.8023402811435685,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,16,2024-10-17 23:07:40+00:00,2024-10-18 06:31:00+00:00,35.732621,139.705899,2558,False,False,35.73262394346548,139.70590045804664,0.35213955260315666,poi,722,15551989.699805517,4263892.934162229,1716,2698,1716_2698
722513,17,2024-10-18 06:40:40+00:00,2024-10-18 06:48:00+00:00,35.730163,139.711713,45,False,False,35.730152,139.711685,2.8111926271280216,train,722,15552633.632070236,4263553.949456988,1738,2687,1738_2687
722513,18,2024-10-18 07:58:00+00:00,2024-10-19 00:09:00+00:00,35.714465,139.637591,5423,False,False,35.7144658323161,139.63759235468788,0.1534427788779957,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,19,2024-10-19 00:17:40+00:00,2024-10-19 01:11:20+00:00,35.717269,139.631959,323,False,False,35.71727514832517,139.6319564603826,0.7196919306150684,poi,722,15543758.291638337,4261788.27992871,1438,2628,1438_2628
722513,20,2024-10-19 01:20:40+00:00,2024-10-20 22:02:40+00:00,35.714466,139.637591,14772,False,False,35.7144658323161,139.63759235468788,0.12395992573810855,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,21,2024-10-20 22:47:30+00:00,2024-10-20 22:50:00+00:00,35.690881,139.704887,16,False,False,35.690876,139.70488,0.8419543022451458,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,22,2024-10-20 23:07:10+00:00,2024-10-21 06:23:00+00:00,35.732622,139.705899,2541,True,False,35.73262394346548,139.70590045804664,0.2527212823922022,poi,722,15551989.699805517,4263892.934162229,1716,2698,1716_2698
722513,23,2024-10-21 07:17:00+00:00,2024-10-21 10:19:00+00:00,35.730426,139.653892,1093,False,True,35.73042763147373,139.6538914928949,0.186701122029222,poi,722,15546200.08828814,4263591.747071248,1520,2688,1520_2688
722513,24,2024-10-21 10:32:50+00:00,2024-10-21 11:22:00+00:00,35.722805,139.626397,295,False,False,35.722804580971484,139.6263918189042,0.47097710540207055,poi,722,15543138.838582514,4262546.438892417,1417,2653,1417_2653
722513,25,2024-10-21 11:29:00+00:00,2024-10-21 22:05:00+00:00,35.714466,139.637593,2954,False,False,35.7144658323161,139.63759235468788,0.06127205587478013,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,26,2024-10-21 22:26:30+00:00,2024-10-21 22:33:00+00:00,35.699372,139.635754,40,False,False,35.6994296,139.6357147,7.312467034302762,bus,722,15544176.656958824,4259341.776041136,1452,2546,1452_2546
722513,27,2024-10-21 22:47:40+00:00,2024-10-21 22:50:00+00:00,35.690925,139.704892,15,False,False,35.690876,139.70488,5.54286970630433,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,28,2024-10-21 23:07:20+00:00,2024-10-22 06:11:50+00:00,35.732623,139.705902,2479,False,False,35.73262394346548,139.70590045804664,0.1743652578201455,poi,722,15551989.699805517,4263892.934162229,1716,2698,1716_2698
722513,29,2024-10-22 06:23:30+00:00,2024-10-22 06:31:00+00:00,35.731148,139.709034,46,False,False,35.731133,139.70903,1.7028025089089411,train,722,15552338.078822182,4263688.475544596,1728,2691,1728_2691
722513,30,2024-10-22 06:47:00+00:00,2024-10-22 06:52:00+00:00,35.697039,139.682891,31,False,False,35.697018,139.682892,2.3312537551917933,train,722,15549428.40997183,4259011.204006119,1629,2535,1629_2535
722513,31,2024-10-22 07:20:40+00:00,2024-10-22 22:01:00+00:00,35.714466,139.637594,4898,False,False,35.7144658323161,139.63759235468788,0.15000640401915843,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,32,2024-10-22 22:22:50+00:00,2024-10-22 22:28:00+00:00,35.69936,139.635732,32,False,False,35.6994296,139.6357147,7.877816177028626,bus,722,15544176.656958824,4259341.776041136,1452,2546,1452_2546
722513,33,2024-10-22 22:42:30+00:00,2024-10-22 22:50:00+00:00,35.690859,139.704936,46,False,False,35.690876,139.70488,5.407123961080456,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,34,2024-10-22 23:07:20+00:00,2024-10-23 07:51:30+00:00,35.732624,139.705903,2997,False,False,35.73262394346548,139.70590045804664,0.22999538364444239,poi,722,15551989.699805517,4263892.934162229,1716,2698,1716_2698
722513,35,2024-10-23 08:03:50+00:00,2024-10-23 08:14:00+00:00,35.731143,139.709019,62,False,False,35.731133,139.70903,1.4900954581972645,train,722,15552338.078822182,4263688.475544596,1728,2691,1728_2691
722513,36,2024-10-23 08:29:00+00:00,2024-10-23 08:31:10+00:00,35.69056,139.692783,14,False,False,35.690594,139.692795,3.9247737573105805,train,722,15550530.806889152,4258130.677751261,1667,2506,1667_2506
722513,37,2024-10-23 08:54:00+00:00,2024-10-23 11:22:20+00:00,35.708129,139.621736,845,False,False,35.70812520511504,139.62174103811904,0.6204787027243378,poi,722,15542621.11603372,4260533.816225893,1400,2586,1400_2586
722513,38,2024-10-23 11:36:20+00:00,2024-10-23 22:04:20+00:00,35.714467,139.637593,3541,False,False,35.7144658323161,139.63759235468788,0.14207960985080353,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,39,2024-10-23 22:25:50+00:00,2024-10-23 22:33:00+00:00,35.699366,139.635742,44,False,False,35.6994296,139.6357147,7.475102256809437,bus,722,15544176.656958824,4259341.776041136,1452,2546,1452_2546
722513,40,2024-10-23 22:46:30+00:00,2024-10-23 22:50:00+00:00,35.690823,139.705002,22,False,False,35.690876,139.70488,12.508016072105963,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,41,2024-10-23 23:07:10+00:00,2024-10-24 06:26:00+00:00,35.732623,139.705903,2146,False,False,35.73262394346548,139.70590045804664,0.2526096977549777,poi,722,15551989.699805517,4263892.934162229,1716,2698,1716_2698
722513,42,2024-10-24 06:34:50+00:00,2024-10-24 07:34:00+00:00,35.695642,139.625163,356,False,False,35.69563811383021,139.62515948189397,0.5359013019452986,poi,722,15543001.655454049,4258822.059481645,1412,2529,1412_2529
722513,43,2024-10-24 07:39:00+00:00,2024-10-24 22:02:20+00:00,35.714468,139.637594,5051,False,False,35.7144658323161,139.63759235468788,0.28280310487817795,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,44,2024-10-24 22:23:30+00:00,2024-10-24 22:33:00+00:00,35.69937,139.635721,58,False,False,35.6994296,139.6357147,6.635951818289068,bus,722,15544176.656958824,4259341.776041136,1452,2546,1452_2546
722513,45,2024-10-24 22:47:40+00:00,2024-10-24 22:50:00+00:00,35.690901,139.704903,15,False,False,35.690876,139.70488,3.4673618228483325,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,46,2024-10-24 23:07:40+00:00,2024-10-25 06:58:30+00:00,35.732621,139.7059,2516,False,False,35.73262394346548,139.70590045804664,0.3291316670260313,poi,722,15551989.699805517,4263892.934162229,1716,2698,1716_2698
722513,47,2024-10-25 07:10:10+00:00,2024-10-25 07:17:00+00:00,35.731095,139.70906,42,False,False,35.731133,139.70903,5.013108738401992,train,722,15552338.078822182,4263688.475544596,1728,2691,1728_2691
722513,48,2024-10-25 07:23:30+00:00,2024-10-25 07:26:00+00:00,35.690858,139.704889,16,False,False,35.690876,139.70488,2.1564128659031567,train,722,15551876.102935389,4258169.329501409,1712,2507,1712_2507
722513,49,2024-10-25 07:31:00+00:00,2024-10-25 07:36:00+00:00,35.697101,139.682668,31,False,False,35.697018,139.682892,22.262186660627926,train,722,15549428.40997183,4259011.204006119,1629,2535,1629_2535
722513,50,2024-10-25 08:05:10+00:00,2024-10-27 01:22:30+00:00,35.714469,139.63759,14132,False,False,35.7144658323161,139.63759235468788,0.41092029568191685,poi,722,15544385.676522566,4261403.105389946,1459,2615,1459_2615
722513,51,2024-10-27 01:32:10+00:00,2024-10-27 02:37:30+00:00,35.734169,139.641596,393,False,False,35.73417049688888,139.64160273193008,0.6311120718827777,poi,722,15544832.109675055,4264105.022824578,1474,2705,1474_2705
